segment_id,bvp_mean,bvp_median,bvp_std,bvp_min,bvp_max,bvp_ptp,bvp_skewness,bvp_kurtosis,bvp_n_above_mean,bvp_n_below_mean,bvp_iqr,bvp_iqr_5_95,bvp_pct_5,bvp_pct_95,bvp_entropy,eda_mean,eda_median,eda_std,eda_min,eda_max,eda_ptp,eda_skewness,eda_kurtosis,eda_n_above_mean,eda_n_below_mean,eda_iqr,eda_iqr_5_95,eda_pct_5,eda_pct_95,eda_entropy,hr_mean,hr_median,hr_std,hr_min,hr_max,hr_ptp,hr_skewness,hr_kurtosis,hr_n_above_mean,hr_n_below_mean,hr_iqr,hr_iqr_5_95,hr_pct_5,hr_pct_95,hr_entropy,valence,arousal,user_id
10,-1.762879454574169,0.2072678804328602,1.6778893915649922,-0.6945722113151882,1.0058416789346687,0.8638520466930719,0.6212415525244388,-0.4782279906645669,-0.40116175342695964,0.40116175342695964,1.3587957270564095,1.8971700807936958,-1.8008736227164681,1.9817544542055203,1.0945968576177971,-0.2533022230168271,-0.2644728577285927,0.9701268228247758,-0.32770921766204064,-0.15144110877258485,0.8578726482442864,0.3618204240213966,-0.33751366926192655,-0.9916743628982039,0.9916743628982039,1.1480214592368692,0.9522747199233222,-0.31296865092746673,-0.17698491230513927,1.3630783315240356,0.35495801092759094,0.3549493448461182,0.4383959390634141,0.351142016560093,0.3586946482817606,0.4005051101876271,-0.020086299076739814,-0.06480996603673411,0.20566523562814265,-0.20054849393433521,0.40345831756752093,0.4276264897009274,0.3511204038789618,0.35872314869728633,0.9203364829124254,2,0,1
11,-0.43339129243764185,0.25183337254673965,1.5764751250745577,-0.6945722113151882,1.0058416789346687,0.8638520466930719,0.6705438690137447,-0.42214616891079676,-0.07283236669560346,0.07283236669560346,0.8272677334320719,1.8897034167397406,-1.7866255914587783,1.9817544542055203,1.0945968576177971,-0.2851369747304579,-0.2883078163860171,0.6675088371946133,-0.3490735039072202,-0.21939351966365594,0.55299837092571,0.26074634208198383,-0.32086746303996455,-0.2835568881412052,0.2835568881412052,0.6179004968004564,0.7887741199289733,-0.33787696857535016,-0.21910402865223783,1.3049267698584948,0.3486243821759766,0.34861600209468835,0.4383959390634141,0.3439601733992715,0.35241055747872446,0.4246301749855637,-0.020086299076739814,-0.06480996603673411,0.051284350409686805,-0.046205731314836546,0.40345831756752093,0.40082101603062714,0.34474167830320546,0.35164800946256175,0.927627019205368,2,0,1
12,-1.2744960480750365,0.3531185818964657,1.4971207594521327,-0.6945722113151882,1.0058416789346687,0.8638520466930719,0.6902647956094672,-0.37407603597899375,-0.07283236669560346,0.07283236669560346,0.6886667629426875,1.6797640962616645,-1.5088815016173118,1.847920844737599,0.8965052770094157,-0.3129923824798849,-0.3121427750434415,0.8692541609480552,-0.4174392198917948,-0.23071892147883447,0.8578726482442864,-0.1772413463221381,-0.30005970526251197,0.07050184923729405,-0.07050184923729405,0.8166958577141111,0.9195745999244525,-0.3876936038711169,-0.2497361132683094,1.3921541123568062,0.34149904983040996,0.3414909914993294,0.4383959390634141,0.337576312811875,0.34534095532530845,0.4005051101876271,-0.020086299076739814,-0.06480996603673411,-0.10309653480876904,0.10813703130466212,0.40345831756752093,0.4276264897009274,0.3375656120304791,0.3453589968094726,0.9203364829124254,2,0,1
13,1.1674209844206254,0.3531185818964657,1.0007729899219076,-0.6253023516073096,0.9554644285221783,0.8017124845623536,0.6409624791201612,-0.2583516418839125,-0.07283236669560346,0.07283236669560346,0.3583120226014849,1.25998242496855,-1.2583381987223452,1.2482898384618957,0.8965052770094157,-0.3408477902293118,-0.3320052405912951,1.0709994847014968,-0.42598493438986657,-0.23071892147883447,0.9047763832163751,-0.06774442422110759,-0.35693424318754896,0.38030324444348096,-0.38030324444348096,1.0817563389323175,0.9849748399221917,-0.4209046940682948,-0.27271017673036313,1.4037844246899145,0.3351654210787956,0.3351576487478995,0.4383959390634141,0.33039446965105357,0.3390568645222723,0.4246301749855637,-0.020086299076739814,-0.06480996603673411,0.12847479301891473,-0.12337711262458588,0.40345831756752093,0.40082101603062714,0.3311868864547227,0.3382838575747469,0.9349175554983107,2,0,1
14,-0.43339129243764185,0.5070721001080494,0.6306568753586287,-0.23000076799133615,0.9554644285221783,0.5853458459345148,0.5127764562479656,-0.09010617662260217,0.583826406767109,-0.583826406767109,0.10196750922063341,0.6788432343795836,-0.7348618295274701,0.6105646270816183,0.8965052770094157,-0.36870319797873874,-0.37173017168700245,1.1718721465782176,-0.4473492206350461,-0.2797956626779413,0.7171614433280206,0.05859817820315835,-0.41797033266807654,-0.1065275194519556,0.1065275194519556,1.5456121810641787,1.083075199918801,-0.4458130117161781,-0.28419720846139,1.4154147370230226,0.328040088733229,0.3280326381525405,0.4383959390634141,0.3240106090636571,0.33198726236885623,0.4005051101876271,-0.020086299076739814,-0.06480996603673411,-0.02590609219954112,0.03096564999491279,0.40345831756752093,0.40082101603062714,0.3248081608789663,0.33199484492165776,0.9203364829124254,2,0,1
15,0.7061699893936672,0.6083573094577754,0.34694203919505573,-0.23000076799133615,0.6458302947788306,0.4364515209755618,-0.11829319481515103,0.07635891334493775,0.747991100132787,-0.747991100132787,-0.05042627629317999,0.2123221855019735,-0.033932707395908576,0.40437218357908256,0.6984136964010168,-0.4005379496923695,-0.42337258211142187,1.0709994847014968,-0.47725922137829757,-0.3137718681234769,0.6702577083559318,0.3028605428900725,-0.3943882071869636,-0.5933582833473922,0.5933582833473922,1.3468168201505242,0.9849748399221917,-0.47072132936406147,-0.3148292930774617,1.4444905178557934,0.32170645998161457,0.3216992954011107,0.4383959390634141,0.3176267484762606,0.3257031715658201,0.4005051101876271,-0.020086299076739814,-0.06480996603673411,0.20566523562814265,-0.20054849393433521,0.40345831756752093,0.40082101603062714,0.31763209460624,0.324919705686932,0.9203364829124254,2,0,1
16,-0.650450584215034,0.23157633067679448,0.04760143991664213,0.028424523371676193,-0.17102498707739155,-0.09779913617132592,-0.2070373644959018,-0.1906973807206343,0.25549702003575275,-0.25549702003575275,-0.05379037751865053,0.11971615730032778,-0.025420896514691073,0.22095564048298508,0.6984136964010168,-0.4323727014060003,-0.4432350476592755,0.7683814990713342,-0.4815320786273334,-0.35152320750740523,0.45919090098153276,0.5134315469305157,-0.3305777500027757,-1.0359317050705164,1.0359317050705164,1.0154912186277658,0.7560739999301036,-0.4790241019133559,-0.3531193988475512,1.3456328630243732,0.314581127636048,0.3145742848057517,0.4383959390634141,0.3104449053154391,0.319419080762784,0.4246301749855637,-0.020086299076739814,-0.06480996603673411,-0.02590609219954112,0.03096564999491279,0.40345831756752093,0.40082101603062714,0.31125336903048356,0.3186306930338429,0.9349175554983107,2,0,1
17,0.05499211406149057,0.31260449815657526,0.06445275307970524,0.028424523371676193,-0.17102498707739155,-0.09779913617132592,-0.19717690119804057,-0.22274413600850296,-0.07283236669560346,0.07283236669560346,-0.04504371433242708,0.16238280903721158,-0.04059412460729616,0.2933144745175993,0.6984136964010168,-0.4602281091554273,-0.4630975132071292,0.46576351344117184,-0.502896364872513,-0.4005999487065122,0.27157596109317805,0.4713173461224271,-0.3069956245216628,-0.5933582833473922,0.5933582833473922,0.4191051358868016,0.46177291994027575,-0.4956296470119448,-0.4028965363486677,1.2758509890257244,0.3082474988844336,0.3082409420543219,0.4383959390634141,0.30406104472804263,0.31234947860936796,0.4005051101876271,0.02835401057006807,-0.06480996603673411,0.20566523562814265,-0.20054849393433521,0.40345831756752093,0.4276264897009274,0.30407730275775724,0.3123416803807538,0.9203364829124254,2,0,1
18,-0.24346441213242367,-0.092536339242329,-0.00019501196404627196,0.028424523371676193,-0.17102498707739155,-0.09779913617132592,-0.3746652405595422,-0.09366692721014314,0.09133232667007464,-0.09133232667007464,-0.09987856430759622,-0.013035311399204148,0.0162129610564814,-0.00942359991134394,0.5003221157926354,-0.48012482897644654,-0.48693247186455363,0.2640181896877301,-0.5242606511176925,-0.4345761541520478,0.17776849114900076,0.1512494199809534,-0.35554705933571884,-0.6376156255197045,0.6376156255197045,0.2865748952776983,0.2655721999470572,-0.516386578385181,-0.44884466327277517,1.2293297396932914,0.30191387013281923,0.301907599302892,0.3552126531377426,0.29847516671407,0.30606538780633186,0.37638004538969044,0.1736749395104917,-0.0838853784933859,0.051284350409686805,-0.046205731314836546,0.40345831756752093,0.3740155423603269,0.29849591787897084,0.305266541146028,0.898464874033597,2,0,1
19,-0.24346441213242367,-0.19787295696604412,-0.18555945675774133,0.0479103844215769,-0.18637483384737186,-0.11584594777914839,-0.2070373644959018,0.02828878041313478,-0.07283236669560346,0.07283236669560346,-0.1880180164149232,-0.23878068695253532,0.18533894247893315,-0.29442468995297233,0.30223053518425397,-0.5000215487974657,-0.4948774580836951,0.2640181896877301,-0.5413520801138362,-0.46477722565919055,0.08396102120482345,-0.008784543089783482,-0.36803171400219037,0.2917885600988561,-0.2917885600988561,0.2865748952776983,0.23287207994818743,-0.5371435097584171,-0.4641607055808109,1.2176994273601829,0.2955802413812048,0.29478258870753304,0.3552126531377426,0.2920913061266735,0.2989957856529158,0.3522549805917538,0.2705555588041075,-0.07434767226506,-0.10309653480876904,0.10813703130466212,0.40345831756752093,0.3740155423603269,0.2921171923032144,0.2989775284929389,0.8765932651547684,2,0,1
20,-0.21633200066024966,0.2761418227906739,-0.3810346894492744,0.45657879345287844,-0.3018029767388099,-0.3950350008688122,0.2071020940142685,-0.29217877246555174,1.7329792603268557,-1.7329792603268557,-0.32729180714940165,-0.38830790735770576,0.36556728592036425,-0.40890886190745956,0.5003221157926354,1.6687209116936321,1.6582138073036405,2.7858347366057514,1.6078951161512272,1.939983093097048,3.2265112643347647,0.7324253911325768,-0.03510758956294916,-1.1687037315874536,1.1687037315874536,2.274528504414246,2.9469820398543773,1.5759121040370219,1.7987845454314817,1.5026420795213344,2.6160634752539744,2.6159527071066178,0.18884608128639901,2.6333721765543854,2.5989730195641845,0.20750459180413416,-0.020086299076739814,-0.06480996603673411,-0.10309653480876904,0.10813703130466212,0.21046556484910453,0.21318270033852554,2.631514797211918,2.600756159523615,0.7307825392959135,2,0,2
21,-0.10780235477155357,0.12623971295307926,-0.5106366070488332,0.5259674693866713,-0.47883336812122623,-0.5181435211340659,0.1479393142271013,-0.2681437059996502,1.8971439536925336,-1.8971439536925336,-0.37035230283542386,-0.5782714772498775,0.5295121650672923,-0.6253806940890075,0.5003221157926354,1.5931133763737588,1.610543889988792,2.483216750975588,1.5224379711705087,1.6870491192247279,2.1242734924906803,-0.210932706968609,-0.35138550778022826,0.6901046396496678,-0.6901046396496678,2.3407936247187977,2.5872807198668095,1.484581605994783,1.6724271963901862,1.5142723918544423,2.6105215500963115,2.610411032199116,0.18884608128639901,2.6277862985404137,2.5934744401115286,0.20750459180413416,-0.020086299076739814,-0.06480996603673411,-0.10309653480876904,0.10813703130466212,0.21046556484910453,0.21318270033852554,2.6259334123331315,2.5952532734521614,0.7307825392959135,2,0,2
22,-0.596185761270686,0.09787985433515603,-0.4671295803369246,0.32879194248234067,-0.4263598831278133,-0.3849873165682409,0.32542765358860287,-0.11503143073538892,1.8971439536925336,-1.8971439536925336,-0.3609328194041066,-0.5404533086649123,0.4584570481458246,-0.6239697976036529,0.6984136964010168,1.5294438729464972,1.5469840002356603,2.483216750975588,1.4284351116917189,1.6492977798407995,2.4056959023232127,-0.10143578486757851,-0.4013241264461144,0.2917885600988561,-0.2917885600988561,3.334770429287071,1.9986785598871544,1.4513705157976051,1.5767019319649622,1.5259027041875508,2.604979624938649,2.6048693572916153,0.18884608128639901,2.622200420526441,2.587975860658871,0.20750459180413416,-0.020086299076739814,-0.06480996603673411,-0.10309653480876904,0.10813703130466212,0.21046556484910453,0.21318270033852554,2.6203520274543437,2.589750387380709,0.7307825392959135,2,0,2
